tweet,created_at,tokens,sentiment,sentiment_prob
kang dedi mulyadi yumis cells hierarchy the witch yumis cells yumi babi jaei rian tuker pasang jinyoung jeongeui udah beres goeun jaewon rilis taun lancar syuting yumse team,Mon May 19 05:54:04 +0000 2025,"['kang', 'dedi', 'mulyadi', 'yumis', 'cells', 'hierarchy', 'the', 'witch', 'yumis', 'cells', 'yumi', 'babi', 'jaei', 'rian', 'tuker', 'pasang', 'jinyoung', 'jeongeui', 'udah', 'beres', 'goeun', 'jaewon', 'rilis', 'taun', 'lancar', 'syuting', 'yumse', 'team']",positif,"[0.9585777521133423, 0.04066154360771179, 0.0007606603321619332]"
kang dedi mulyadi resident playbook poster asli udah kode umjay love line nya sender peka,Mon May 19 05:15:39 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'poster', 'asli', 'udah', 'kode', 'umjay', 'love', 'line', 'nya', 'sender', 'peka']",netral,"[0.00016927593969739974, 0.9996286630630493, 0.00020204320026095957]"
patung lilin ahn hyoseop sedia madame tussauds hong kong fyi hyoseop donasi outfit pakai kang taemoo kang dedi mulyadi business proposal patung lilin,Thu May 15 01:29:09 +0000 2025,"['patung', 'lilin', 'ahn', 'hyoseop', 'sedia', 'madame', 'tussauds', 'hong', 'kong', 'fyi', 'hyoseop', 'donasi', 'outfit', 'pakai', 'kang', 'taemoo', 'kang', 'dedi', 'mulyadi', 'business', 'proposal', 'patung', 'lilin']",netral,"[0.0005961875431239605, 0.9992803931236267, 0.00012343007256276906]"
kang dedi mulyadi resident playbook residen namkyung mentor prof jg jarang dimarahin kali prof ju sekali mentor turun langsung per utama obgyn bangga namkyung proud is an understatement,Mon May 19 07:31:39 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'residen', 'namkyung', 'mentor', 'prof', 'jg', 'jarang', 'dimarahin', 'kali', 'prof', 'ju', 'sekali', 'mentor', 'turun', 'langsung', 'per', 'utama', 'obgyn', 'bangga', 'namkyung', 'proud', 'is', 'an', 'understatement']",positif,"[0.9994927644729614, 0.00027583035989664495, 0.00023139228869695216]"
rate suka plot cerita kang dedi mulyadi resident playbook malam sender,Sun May 18 16:16:55 +0000 2025,"['rate', 'suka', 'plot', 'cerita', 'kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'malam', 'sender']",positif,"[0.9919245839118958, 0.007806857582181692, 0.0002685375220607966]"
kang dedi mulyadi guys interviewnya shin sia aka pyo namkyung lihat kang youseok aka um jae il m countdown besok obgy lihat jadwal cocok,Wed May 21 02:16:35 +0000 2025,"['kang', 'dedi', 'mulyadi', 'guys', 'interviewnya', 'shin', 'sia', 'aka', 'pyo', 'namkyung', 'lihat', 'kang', 'youseok', 'aka', 'um', 'jae', 'il', 'm', 'countdown', 'besok', 'obgy', 'lihat', 'jadwal', 'cocok']",netral,"[0.01544950995594263, 0.9839749932289124, 0.0005754996673204005]"
kang dedi mulyadi hong min gi new kdrama study group crushology one high school heroes episodes amp may dear thief episodes amp january study group tba kejar setor banget,Wed May 21 14:08:54 +0000 2025,"['kang', 'dedi', 'mulyadi', 'hong', 'min', 'gi', 'new', 'kdrama', 'study', 'group', 'crushology', 'one', 'high', 'school', 'heroes', 'episodes', 'amp', 'may', 'dear', 'thief', 'episodes', 'amp', 'january', 'study', 'group', 'tba', 'kejar', 'setor', 'banget']",netral,"[0.008227907121181488, 0.9887802600860596, 0.002991819055750966]"
habis mulyono terbit mulyadi,Wed May 21 09:52:45 +0000 2025,"['habis', 'mulyono', 'terbit', 'mulyadi']",netral,"[9.143922216026112e-05, 0.9995643496513367, 0.00034421763848513365]"
walk out pengaruh kang dedi mulyadi moga kesehatanampkeselamatan org jawa barat bangga gub kang dedi mulyadi rakyat butuh pdipselesai partainyamengemis deh periode suara rakyat partai licik bubar hama negara,Mon May 19 07:46:59 +0000 2025,"['walk', 'out', 'pengaruh', 'kang', 'dedi', 'mulyadi', 'moga', 'kesehatanampkeselamatan', 'org', 'jawa', 'barat', 'bangga', 'gub', 'kang', 'dedi', 'mulyadi', 'rakyat', 'butuh', 'pdipselesai', 'partainyamengemis', 'deh', 'periode', 'suara', 'rakyat', 'partai', 'licik', 'bubar', 'hama', 'negara']",positif,"[0.7759013175964355, 0.018908943980932236, 0.2051897495985031]"
spill laku rusa lemari rek serius kon onok ae tingkahe opo celukno kang dedi mulyadi ben dilebokno barak,Sat May 17 15:05:17 +0000 2025,"['spill', 'laku', 'rusa', 'lemari', 'rek', 'serius', 'kon', 'onok', 'ae', 'tingkahe', 'opo', 'celukno', 'kang', 'dedi', 'mulyadi', 'ben', 'dilebokno', 'barak']",negatif,"[0.004521723836660385, 0.021917901933193207, 0.9735603928565979]"
once upon a small town serius choo youngwoo peran dokter hidup susah amp chaos gimana si drama episode udah cebur sawah kejar kambing banting mbak joy sampe pingsan nih drama healing stresfull kang dedi mulyadi,Mon May 12 14:59:31 +0000 2025,"['once', 'upon', 'a', 'small', 'town', 'serius', 'choo', 'youngwoo', 'peran', 'dokter', 'hidup', 'susah', 'amp', 'chaos', 'gimana', 'si', 'drama', 'episode', 'udah', 'cebur', 'sawah', 'kejar', 'kambing', 'banting', 'mbak', 'joy', 'sampe', 'pingsan', 'nih', 'drama', 'healing', 'stresfull', 'kang', 'dedi', 'mulyadi']",negatif,"[0.0001329774095211178, 0.00043638551142066717, 0.9994305968284607]"
kang dedi mulyadi sabar study group season ya emang seru s webtoon,Mon May 19 14:47:59 +0000 2025,"['kang', 'dedi', 'mulyadi', 'sabar', 'study', 'group', 'season', 'ya', 'emang', 'seru', 's', 'webtoon']",positif,"[0.9993637204170227, 0.00034014007542282343, 0.0002962250728160143]"
nih bilang kak seto tuju program kang dedi mulyadi kak seto kagum tuju banget kak seto bilang hak anak langgar,Mon May 12 09:57:33 +0000 2025,"['nih', 'bilang', 'kak', 'seto', 'tuju', 'program', 'kang', 'dedi', 'mulyadi', 'kak', 'seto', 'kagum', 'tuju', 'banget', 'kak', 'seto', 'bilang', 'hak', 'anak', 'langgar']",positif,"[0.9949809908866882, 0.001208085217513144, 0.003811001079156995]"
bikin opini kang dedi mulyadi udah dindatndut gua pagipagi ya udah posting ginian deh,Mon May 12 03:00:17 +0000 2025,"['bikin', 'opini', 'kang', 'dedi', 'mulyadi', 'udah', 'dindatndut', 'gua', 'pagipagi', 'ya', 'udah', 'posting', 'ginian', 'deh']",netral,"[0.00034034691634587944, 0.9990839958190918, 0.0005756188184022903]"
ya politikus muda indonesia zohran can we trade zohran for dedi mulyadi i m sure new york will be fine under dedmul,Mon May 12 05:03:56 +0000 2025,"['ya', 'politikus', 'muda', 'indonesia', 'zohran', 'can', 'we', 'trade', 'zohran', 'for', 'dedi', 'mulyadi', 'i', 'm', 'sure', 'new', 'york', 'will', 'be', 'fine', 'under', 'dedmul']",netral,"[0.017099794000387192, 0.9811260104179382, 0.0017741353949531913]"
kang dedi mulyadi kim yerim actress resmi gabung app hiand rame nih,Mon May 12 02:19:10 +0000 2025,"['kang', 'dedi', 'mulyadi', 'kim', 'yerim', 'actress', 'resmi', 'gabung', 'app', 'hiand', 'rame', 'nih']",netral,"[8.903265552362427e-05, 0.9996435642242432, 0.0002673699927981943]"
kang dedi mulyadi resident playbook kira scene makan bareng ayang syuungg nya,Thu May 15 10:56:52 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'kira', 'scene', 'makan', 'bareng', 'ayang', 'syuungg', 'nya']",netral,"[0.0036628402303904295, 0.9958541393280029, 0.0004830383986700326]"
kang dedi mulyadi resident playbook kapal yiyoungdowon layar sisa temennya jaeilsabi namkyunggion,Mon May 12 02:30:49 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'kapal', 'yiyoungdowon', 'layar', 'sisa', 'temennya', 'jaeilsabi', 'namkyunggion']",netral,"[0.00019250425975769758, 0.9996071457862854, 0.00020040369417984039]"
jung haein nampaknya candu main romcom nih moga kali beneran romcom ya bang kang dedi mulyadi,Wed May 14 03:08:16 +0000 2025,"['jung', 'haein', 'nampaknya', 'candu', 'main', 'romcom', 'nih', 'moga', 'kali', 'beneran', 'romcom', 'ya', 'bang', 'kang', 'dedi', 'mulyadi']",negatif,"[4.8059755499707535e-05, 8.516971865901724e-05, 0.9998667240142822]"
kang dedi mulyadi kabar suzy bintang drama men of the harem isi kisah kaisar perempuan milik selir lakilaki jaga posisi kaisar nih aktor cocok co lead nya suzy,Mon May 12 03:15:25 +0000 2025,"['kang', 'dedi', 'mulyadi', 'kabar', 'suzy', 'bintang', 'drama', 'men', 'of', 'the', 'harem', 'isi', 'kisah', 'kaisar', 'perempuan', 'milik', 'selir', 'lakilaki', 'jaga', 'posisi', 'kaisar', 'nih', 'aktor', 'cocok', 'co', 'lead', 'nya', 'suzy']",netral,"[0.19042392075061798, 0.8067799806594849, 0.0027960599400103092]"
kang dedi mulyadi hunter with a scalpel still cuts tiga tokoh utama,Wed May 21 02:11:13 +0000 2025,"['kang', 'dedi', 'mulyadi', 'hunter', 'with', 'a', 'scalpel', 'still', 'cuts', 'tiga', 'tokoh', 'utama']",netral,"[0.00013343743921723217, 0.9996090531349182, 0.00025749675114639103]"
kang dedi mulyadi definisi right person but wrong time versi anak sekolah,Sun May 18 13:19:37 +0000 2025,"['kang', 'dedi', 'mulyadi', 'definisi', 'right', 'person', 'but', 'wrong', 'time', 'versi', 'anak', 'sekolah']",netral,"[0.00010572319297352806, 0.9997259974479675, 0.0001682476868154481]"
dpr ri fraksi pkb dedi mulyadi gubernur konten gubernur lambe turah,Thu May 22 03:11:35 +0000 2025,"['dpr', 'ri', 'fraksi', 'pkb', 'dedi', 'mulyadi', 'gubernur', 'konten', 'gubernur', 'lambe', 'turah']",netral,"[0.00011354273010510951, 0.9997060894966125, 0.00018033104424830526]"
kang dedi mulyadi resident playbook chu minha to oh yiyoung let s meet again beneran ketemu yuk yuk lanjutin ken lihat collab prof seo prof geum prof chu amp residen,Tue May 20 05:07:40 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'chu', 'minha', 'to', 'oh', 'yiyoung', 'let', 's', 'meet', 'again', 'beneran', 'ketemu', 'yuk', 'yuk', 'lanjutin', 'ken', 'lihat', 'collab', 'prof', 'seo', 'prof', 'geum', 'prof', 'chu', 'amp', 'residen']",netral,"[0.0004294303944334388, 0.9993706345558167, 0.00019996342598460615]"
kang dedi mulyadi heavenly ever after ko nak joon lu yee,Mon May 19 05:47:10 +0000 2025,"['kang', 'dedi', 'mulyadi', 'heavenly', 'ever', 'after', 'ko', 'nak', 'joon', 'lu', 'yee']",netral,"[0.0011541025014594197, 0.998524010181427, 0.00032186240423470736]"
umjay resplay main when life gives you tangerines kang dedi mulyadi,Mon May 12 23:46:47 +0000 2025,"['umjay', 'resplay', 'main', 'when', 'life', 'gives', 'you', 'tangerines', 'kang', 'dedi', 'mulyadi']",positif,"[0.8929158449172974, 0.10594431310892105, 0.001139760366640985]"
kang dedi mulyadi spring of youth two sagye abis kelar soy debut beneran kali ya minggu promosi inkigayo malem beneran manggung kyunghee univ,Fri May 16 03:08:42 +0000 2025,"['kang', 'dedi', 'mulyadi', 'spring', 'of', 'youth', 'two', 'sagye', 'abis', 'kelar', 'soy', 'debut', 'beneran', 'kali', 'ya', 'minggu', 'promosi', 'inkigayo', 'malem', 'beneran', 'manggung', 'kyunghee', 'univ']",netral,"[0.0011756871826946735, 0.9982101917266846, 0.0006141210906207561]"
kang dedi mulyadi the haunted palace jenaka banget pake pamer raja tangan gandeng yeori,Sun May 18 02:42:18 +0000 2025,"['kang', 'dedi', 'mulyadi', 'the', 'haunted', 'palace', 'jenaka', 'banget', 'pake', 'pamer', 'raja', 'tangan', 'gandeng', 'yeori']",positif,"[0.9985357522964478, 0.001110697747208178, 0.0003535453579388559]"
kang dedi mulyadi resident playbook rayu masuk obgyn jalur rayu halus rayu masuk obgyn jalur lihat senior ngereog hmmm sa ae lu,Sun May 18 02:07:24 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'rayu', 'masuk', 'obgyn', 'jalur', 'rayu', 'halus', 'rayu', 'masuk', 'obgyn', 'jalur', 'lihat', 'senior', 'ngereog', 'hmmm', 'sa', 'ae', 'lu']",netral,"[0.010414829477667809, 0.6746554374694824, 0.31492966413497925]"
serang jokowi n keluarga serang dedi mulyadi busuk tempe bongkrek tahan hidup jalan ninja nya sll serang orang,Mon May 19 07:52:40 +0000 2025,"['serang', 'jokowi', 'n', 'keluarga', 'serang', 'dedi', 'mulyadi', 'busuk', 'tempe', 'bongkrek', 'tahan', 'hidup', 'jalan', 'ninja', 'nya', 'sll', 'serang', 'orang']",negatif,"[3.555933653842658e-05, 0.00010488964471733198, 0.9998595714569092]"
kang dedi mulyadi resident playbook nanya dokter dokter ya pas ruang op tutup masker,Tue May 13 11:00:29 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'nanya', 'dokter', 'dokter', 'ya', 'pas', 'ruang', 'op', 'tutup', 'masker']",netral,"[0.0001141594402724877, 0.9996583461761475, 0.0002275199512951076]"
kang dedi mulyadi the haunted palace heeii kangchul bisa nyium yeori duluan,Fri May 16 15:10:57 +0000 2025,"['kang', 'dedi', 'mulyadi', 'the', 'haunted', 'palace', 'heeii', 'kangchul', 'bisa', 'nyium', 'yeori', 'duluan']",netral,"[0.0004773081454914063, 0.9991469383239746, 0.00037576950853690505]"
luna maya kang dedi,Mon May 19 08:26:17 +0000 2025,"['luna', 'maya', 'kang', 'dedi']",positif,"[0.8749547004699707, 0.12366800010204315, 0.0013773509999737144]"
kang dedi mulyadi the haunted palace bi bi feelingnya kuat banget abang bahaya si menteri perang auto dikirimin petir bi bi,Sat May 17 07:58:52 +0000 2025,"['kang', 'dedi', 'mulyadi', 'the', 'haunted', 'palace', 'bi', 'bi', 'feelingnya', 'kuat', 'banget', 'abang', 'bahaya', 'si', 'menteri', 'perang', 'auto', 'dikirimin', 'petir', 'bi', 'bi']",positif,"[0.9121825695037842, 0.017720775678753853, 0.07009664922952652]"
resident playbook kang dedi mulyadi malam muncul sang raja drama ya guys,Sun May 18 02:23:47 +0000 2025,"['resident', 'playbook', 'kang', 'dedi', 'mulyadi', 'malam', 'muncul', 'sang', 'raja', 'drama', 'ya', 'guys']",netral,"[0.0002264777140226215, 0.9994587302207947, 0.0003147232928313315]"
kang dedi mulyadi heavenly ever after scene sender tunggu suka banget lihat interaksi hae sook pendeta asa sedih haru tuh nyampur pas tau,Tue May 20 03:24:36 +0000 2025,"['kang', 'dedi', 'mulyadi', 'heavenly', 'ever', 'after', 'scene', 'sender', 'tunggu', 'suka', 'banget', 'lihat', 'interaksi', 'hae', 'sook', 'pendeta', 'asa', 'sedih', 'haru', 'tuh', 'nyampur', 'pas', 'tau']",positif,"[0.49720877408981323, 0.050442732870578766, 0.4523484706878662]"
kang dedi mulyadi happy debut anniversary byeon wooseok suka wooseok peran karakter dramamovies guys,Mon May 12 14:27:42 +0000 2025,"['kang', 'dedi', 'mulyadi', 'happy', 'debut', 'anniversary', 'byeon', 'wooseok', 'suka', 'wooseok', 'peran', 'karakter', 'dramamovies', 'guys']",netral,"[0.001224508392624557, 0.9986372590065002, 0.0001382297050440684]"
kang dedi mulyadi resident playbook aaaaaa galau berat last episode tunggu jatohnya karir drmyeongsemoga bongkar yahhh pasang idol fans pacar plisss,Sun May 18 11:13:15 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'aaaaaa', 'galau', 'berat', 'last', 'episode', 'tunggu', 'jatohnya', 'karir', 'drmyeongsemoga', 'bongkar', 'yahhh', 'pasang', 'idol', 'fans', 'pacar', 'plisss']",negatif,"[0.00010685893357731402, 0.00019059368059970438, 0.999702513217926]"
kang dedi mulyadi cast film horor salmokji udah rasa horor ges cr myemye,Mon May 12 12:18:27 +0000 2025,"['kang', 'dedi', 'mulyadi', 'cast', 'film', 'horor', 'salmokji', 'udah', 'rasa', 'horor', 'ges', 'cr', 'myemye']",netral,"[0.0006183931254781783, 0.9977627992630005, 0.0016187528381124139]"
kang dedi mulyadi na baekjin amp geum seongje,Mon May 19 11:23:00 +0000 2025,"['kang', 'dedi', 'mulyadi', 'na', 'baekjin', 'amp', 'geum', 'seongje']",netral,"[0.0005554451490752399, 0.9992256164550781, 0.0002189630758948624]"
kang dedi mulyadi resident playbook what if ngga dobrak myeong oh pesawat aaaa ngayunin sendok gu nyamnyam massiseo uri yiyoung oh mauuu aegyo gu pesawat aaaa oh hmmm massiseo gu kiyowookk full aegyo cubit yiyoung,Tue May 13 04:15:54 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'what', 'if', 'ngga', 'dobrak', 'myeong', 'oh', 'pesawat', 'aaaa', 'ngayunin', 'sendok', 'gu', 'nyamnyam', 'massiseo', 'uri', 'yiyoung', 'oh', 'mauuu', 'aegyo', 'gu', 'pesawat', 'aaaa', 'oh', 'hmmm', 'massiseo', 'gu', 'kiyowookk', 'full', 'aegyo', 'cubit', 'yiyoung']",netral,"[0.0012715152697637677, 0.9583381414413452, 0.04039030149579048]"
dankormar mayje tni mar endi supardi hadir damping gubernur jawa barat kang dedi mulyadi program abdi nagri nganjang ka warga edisi gelar lapang bola desa panjalin kidul sumberjaya majalengka rabu,Thu May 22 01:30:28 +0000 2025,"['dankormar', 'mayje', 'tni', 'mar', 'endi', 'supardi', 'hadir', 'damping', 'gubernur', 'jawa', 'barat', 'kang', 'dedi', 'mulyadi', 'program', 'abdi', 'nagri', 'nganjang', 'ka', 'warga', 'edisi', 'gelar', 'lapang', 'bola', 'desa', 'panjalin', 'kidul', 'sumberjaya', 'majalengka', 'rabu']",netral,"[0.00016519853670615703, 0.9995805621147156, 0.0002543272275943309]"
kang dedi mulyadi sender aktor vibe bawa klean tuju gaes,Wed May 21 12:18:06 +0000 2025,"['kang', 'dedi', 'mulyadi', 'sender', 'aktor', 'vibe', 'bawa', 'klean', 'tuju', 'gaes']",netral,"[0.00014734530122950673, 0.9996503591537476, 0.00020231347298249602]"
kang dedi mulyadi shin sia cantik banget gatau ngelihat langsung keinget suzy visual inget suzy foto video sia muncul,Thu May 15 15:37:08 +0000 2025,"['kang', 'dedi', 'mulyadi', 'shin', 'sia', 'cantik', 'banget', 'gatau', 'ngelihat', 'langsung', 'keinget', 'suzy', 'visual', 'inget', 'suzy', 'foto', 'video', 'sia', 'muncul']",positif,"[0.9994186162948608, 0.0002388306602369994, 0.00034249824238941073]"
kang dedi mulyadi residen playbook jaeil nih orang friendly perhati banget orang diperhatiin laku perhati sabi beda banding tingkah sabi bikin senyumsenyum saking gemesnya,Wed May 21 13:29:22 +0000 2025,"['kang', 'dedi', 'mulyadi', 'residen', 'playbook', 'jaeil', 'nih', 'orang', 'friendly', 'perhati', 'banget', 'orang', 'diperhatiin', 'laku', 'perhati', 'sabi', 'beda', 'banding', 'tingkah', 'sabi', 'bikin', 'senyumsenyum', 'saking', 'gemesnya']",positif,"[0.9995098114013672, 0.0002618394501041621, 0.00022831466048955917]"
merinding banget denger cerita seolaholah tinggal titip keluarga kang dedi mulyadi,Sat May 17 16:25:44 +0000 2025,"['merinding', 'banget', 'denger', 'cerita', 'seolaholah', 'tinggal', 'titip', 'keluarga', 'kang', 'dedi', 'mulyadi']",positif,"[0.8502108454704285, 0.1417694389820099, 0.008019689470529556]"
kencang duit kang dedi mulyadi nyapres lokasi jambi foto budibukanintel,Fri May 16 03:52:39 +0000 2025,"['kencang', 'duit', 'kang', 'dedi', 'mulyadi', 'nyapres', 'lokasi', 'jambi', 'foto', 'budibukanintel']",netral,"[0.00033009605249390006, 0.9995020627975464, 0.00016793815302662551]"
gaakan kejut gebrak kang dedi mulyadi aktion t,Tue Apr 29 03:15:47 +0000 2025,"['gaakan', 'kejut', 'gebrak', 'kang', 'dedi', 'mulyadi', 'aktion', 't']",netral,"[0.00021922591258771718, 0.9995877146720886, 0.00019307818729430437]"
block mute nih bala bala kang dedi mulyadi,Wed Apr 30 05:01:38 +0000 2025,"['block', 'mute', 'nih', 'bala', 'bala', 'kang', 'dedi', 'mulyadi']",negatif,"[0.00027373566990718246, 0.004647838417440653, 0.995078444480896]"
kang dedi mulyadi resident playbook coba drop meme relate banget reaksi lihat couple bulol bikin merinding lovingly alias gu dowonoh yiyoung episode sender first,Wed May 14 01:36:19 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'coba', 'drop', 'meme', 'relate', 'banget', 'reaksi', 'lihat', 'couple', 'bulol', 'bikin', 'merinding', 'lovingly', 'alias', 'gu', 'dowonoh', 'yiyoung', 'episode', 'sender', 'first']",netral,"[0.0025153830647468567, 0.9969713687896729, 0.0005131638026796281]"
kang dedi mulyadi h smp ketemu soobin wooseok uhuyyy whos excited,Wed May 14 01:09:36 +0000 2025,"['kang', 'dedi', 'mulyadi', 'h', 'smp', 'ketemu', 'soobin', 'wooseok', 'uhuyyy', 'whos', 'excited']",positif,"[0.9988207221031189, 0.0008429072913713753, 0.0003364268923178315]"
kang dedi mulyadi drama haein bagus tarik tonton,Thu May 15 02:43:06 +0000 2025,"['kang', 'dedi', 'mulyadi', 'drama', 'haein', 'bagus', 'tarik', 'tonton']",positif,"[0.9996721744537354, 0.00012094210251234472, 0.00020690033852588385]"
